"","nombres","omega","alfa","beta","a","b"
"521","GS-PJ",0.0317017819611088,0.246477054299535,0.708413632359242,0.0272092026809871,0.860183413897739
"522","MS-PF",0.0457029880579824,0.338353801536392,0.620879298322841,0.0379108072927227,0.661570514622678
"523","MS-PE",0.0340736587797522,0.364363955828414,0.608128677872237,0.0237562903766475,0.741712808113319
"524","GS-PA",0.0325012406342369,0.241144263372274,0.737230494783562,0.011745829695549,0.950125351456031
"525","MS-PA",0.0390678870413645,0.333250105138579,0.665749673821877,0.00803801778547395,0.949824936616078
"526","GS-PD",0.0288676315644268,0.293045060775589,0.705954679549052,0.0153478735114807,0.955477825382745
"527","USB-PP",0.0234845478173698,0.229031833328106,0.731090742218916,0.0302005555915128,0.762855818552384
"528","USB-PM",0.00298609656990503,0.229818186361387,0.769181813224285,0.0624384900297025,0.255711680370125
"529","SPGI",0.349320126195322,0.257109516227312,0.665731693087188,0.0897923414395859,0.810909604399077
"530","USB",0.19982464561753,0.174145676745715,0.805821070377862,0.0666754044051096,0.887247160398124
"531","CB",0.191418876306725,0.186326957586234,0.795711245165071,0.0811745459298203,0.85057131638037
"532","TFC",0.30723756029695,0.244028046207668,0.731007209769712,0.195802421430453,0.538107562714686
"533","BNS",0.145155262136658,0.292612263877779,0.700047503672619,0.0818825435261339,0.780616241479851
"534","CME",0.187597992447588,0.175339515410462,0.790196672885475,0.211329979421676,0.407466591877371
"535","PNC",0.251853208342597,0.208533536650705,0.757532502667837,0.10857914067586,0.843844159711255
"536","ICE",0.168287755342858,0.199589241120565,0.749362545992569,0.102490671973591,0.761852995095628
"537","WBK",0.257343308558311,0.233990989298871,0.763974456080636,0.118514766231924,0.725944706408251
"538","BAM",0.318389728705805,0.203177088233412,0.759086360246428,0.0610381322123271,0.848245523347413
"539","MMC",0.129548246795511,0.202078116296628,0.755475281233298,0.082064994486297,0.785300143520145
"540","UBS",0.136628679533526,0.150947224160656,0.828075780126876,0.0670770927076435,0.899951455523702
"541","PGR",0.134682113889026,0.104330186117487,0.854763322779286,0.0350403167732369,0.849580686213863
"542","IBN",0.203740447918415,0.123486353915445,0.870706305761031,0.0636997516455514,0.522453950629645
"543","AIG-PA",0.062115770912502,0.344164337277077,0.630734111792857,0.0223147742153265,0.930374617454994
"544","MCO",0.178914564098712,0.210095939312986,0.753610027287531,0.113057430305246,0.799164002720223
"545","MET-PA",0.0209532182495397,0.298659974420022,0.700340010574645,0.0562539864286476,0.838174297819204
"546","BMO",0.145649704949048,0.289196160002648,0.709803794914288,0.109844406051959,0.745250753880423
"547","MET-PE",0.0488607147511153,0.372977227178432,0.588066080708142,0.023397347084378,0.888463819879385
"548","PUK",0.303951190762371,0.14827464977365,0.845924549935951,0.0366813074772668,0.949929111269099
"549","AON",0.222843323417328,0.161263493169925,0.802839121773891,0.145865148434051,0.629447775868615
"550","COF",0.379345906228908,0.186112286698999,0.783803596965178,0.0509021732046685,0.915920517749294
"551","MET",0.378939950503956,0.257691716712476,0.703949663326868,0.0863118791888728,0.877812357911138
"552","BX",0.295413043117083,0.232449346614211,0.731111614172743,0.0464792420640333,0.897513118891556
"553","COF-PG",0.000987497558973866,0.230331547980061,0.768668451848768,0.0222769368967164,0.929786209660514
"554","SMFG",0.215580622616568,0.126048236799654,0.811420082035185,0.0380115468255703,0.917382951984218
"555","COF-PH",2.31267167374372e-05,0.221543195635517,0.777456806022149,0.0212400532730634,0.90221769911593
"556","CM",0.125278359274945,0.243588324193761,0.74114170677631,0.0480835471137809,0.878757252373253
"557","TRV",0.296488514767605,0.251227940800132,0.701293161145184,0.0785552795226579,0.852547907507775
"558","BK",0.297099640044895,0.129559495115465,0.820357623078116,0.257049487119651,0.442946733257921
"559","MFC",0.252844259073404,0.215555685139422,0.773106662528702,0.0763927222142824,0.806662644125882
"560","TROW",0.294183345490763,0.226485867439191,0.718015429998514,0.17252319983417,0.432078873252091
"561","ALL-PG",0.0424610245393323,0.309678102703527,0.689319720403852,0.00516727714521316,0.949138049606672
"562","ING",0.152406474791861,0.126380245211739,0.872437227464938,0.0621191449759019,0.901679089802223
"563","ALL-PH",0.0606069564030781,0.293840361272201,0.604991621606485,0.0244114351494709,0.940125536810822
"564","AIG",0.35365261788838,0.245997429689624,0.733765758608922,0.0768785651494473,0.857889758165485
"565","ALL",0.134693134235601,0.144753343703089,0.820651925951028,0.075839172516363,0.891146958037767
"566","MSCI",0.252281443333519,0.183722872114773,0.777111498310575,0.0637289900400247,0.872214037329727
"567","CS",0.404315934929484,0.19296801771777,0.762320902495417,0.0633591329658134,0.914600695606594
"568","AFL",0.170691522750284,0.206405914526434,0.775292445702163,0.114617660337786,0.788711242747188
"569","BCS",0.212260348239143,0.116069020573844,0.882930782824115,0.0522461435155707,0.920889855911214
"570","PRU",0.27178370080407,0.230257014201547,0.750249147113031,0.0857153273250705,0.879222076620698
"571","ITUB",0.561163359794406,0.149447842176683,0.798993531725123,0.0542986146764275,0.911309655352653
"572","IBKR",1.02656282948609,0.337471980707117,0.487603102733716,0.0806081015073713,0.677464925611905
"573","JNJ",0.133051943672456,0.196977607937827,0.720354890704102,0.0515584394239152,0.8756896085973
"574","UNH",0.135657433294794,0.10621236749283,0.860652712911376,0.105514973905949,0.762777719320605
"575","NVS",0.0958840321990245,0.142309272262905,0.80588375010617,0.0369801736394256,0.934858672834991
"576","PFE",0.191446552432684,0.177823433114032,0.821176407104,0.0673654598304472,0.882570430026122
"577","TMO",0.169805268312633,0.143088945483648,0.82751041819827,0.0233356029780853,0.950134167187666
"578","MRK",0.0797979469434824,0.0954360812759449,0.889591304363486,0.0316786431515734,0.937391462648627
"579","ABT",0.175331839098189,0.190569870370198,0.774399970001327,0.209491605279445,0.464360900221491
"580","LLY",0.982616780137193,0.20344425519998,0.689307333522059,0.0458960815386275,0.887195403006518
"581","ABBV",0.141522253629934,0.105592805997162,0.851061304677885,0.0885508895515615,0.821446283426662
"582","DHR",0.390059745016746,0.199262883436513,0.689332540120907,0.0427975569455264,0.93027062584124
"583","NVO",0.309531788231792,0.128349534607632,0.764300040446409,0.0600553391057997,0.844646522403607
"584","MDT",0.123578578822138,0.120648013476343,0.847843048541373,0.0542867914558685,0.877821375239827
"585","AMGN",0.140812255227624,0.106740981586487,0.862239773970417,0.0502622172535425,0.894934256443391
"586","DHR-PA",0.411047332413767,0.199173489776379,0.799826511579705,0.0202019583507271,0.967920738682459
"587","BMY",0.192122395361285,0.11040782759648,0.815527731553296,0.0640557474280873,0.864768271638287
"588","AZN",0.363515414888016,0.157327433253251,0.75614525632229,0.0637406860644661,0.866366058770185
"589","SNY",0.116046750154772,0.122618968120855,0.823556422950947,0.0616295488811837,0.871697679298114
"590","GSK",0.157267740182067,0.119952330713847,0.819829697071888,0.0439584612534757,0.897000784565308
"591","CVS",0.234835854901152,0.150880838570558,0.782951632073978,0.0549549383135993,0.898212565270616
"592","SYK",0.130493446236019,0.134086904754714,0.840415275914559,0.0706035967426468,0.854093342460716
"593","ISRG",0.314119102970896,0.183436914728092,0.782891090901955,0.0602615797180667,0.900952372551523
"594","GILD",0.042380494508451,0.0755033800840941,0.912358079191458,0.00897157771689573,0.923742943406053
"595","CI",0.247938722972295,0.142332565926482,0.822887937399399,0.0594005016514943,0.889773387594212
"596","ANTM",0.219699386422593,0.143895089797284,0.827509818067555,0.0609388057365381,0.876415647937063
"597","ZTS",0.177463655094766,0.136752192880077,0.800709259160351,0.0809547477943587,0.785953280356162
"598","BDX",0.0729751550645342,0.086432339488491,0.909768592732192,0.0277140666000346,0.87294869185625
"599","VRTX",0.254447911588436,0.130563931480539,0.82826789588317,0.0663663308688084,0.884680257376396
"600","ILMN",0.632831757239247,0.18741755897706,0.743255339101513,0.0319190682485831,0.903471010457227
"601","REGN",0.0342154604401934,0.0385771244399906,0.954728307551978,0.0668046598416215,0.406906883903206
"602","MRNA",7.09446172995955,0.222726911369014,0.583415860706388,0.0323252687394923,0.932708648619248
"603","TAK",0.291884316673289,0.16307710548645,0.750011030055918,0.00711494140719,0.927913674666286
"604","HCA",0.384450236831919,0.28711884171064,0.711253709547616,0.030366472047619,0.947794304682987
"605","EW",0.201425251779926,0.112398847100135,0.846970664536531,0.0713397788949349,0.772415570799549
"606","HUM",0.200026770330042,0.135366482026625,0.820020206380491,0.0407535899715198,0.924819805883592
"607","BSX",0.0801682971315765,0.0658889567913882,0.919127022002483,0.0608569004318891,0.889366387387271
"608","PHG",0.444347175718385,0.182833922011373,0.714648232453876,0.0505932922397642,0.912468351058984
"609","VEEV",0.364543196870347,0.129271759141249,0.82257051506934,0.0366961199110774,0.902139826760577
"610","ALGN",0.874549866317297,0.153856350195327,0.773273881859532,0.0346015340570934,0.92771484751593
"611","BIIB",0.0163072243065196,4.60701615540762e-09,0.995346730087115,0.0577342271907576,0.925699622696172
"612","IDXX",0.404089725378791,0.230088559710425,0.705412168707096,0.0503378304781698,0.91332989735388
"613","TDOC",0.379867154450789,0.0811061122137416,0.9017583652617,0.039863991115267,0.910627728210409
"614","WBA",0.406709879985378,0.14817283760042,0.801725172506973,0.0849563411138475,0.776512155038097
"615","BAX",0.185403675543344,0.146686641484604,0.788363390161086,0.0307339920891731,0.943104869400038
"616","A",0.135807851729496,0.159145542675874,0.810925088094783,0.0460322805667248,0.916108170400012
"617","ALC",0.267100028456602,0.15499927758481,0.802023896424321,0.0347669965975479,0.90236759403559
"618","DXCM",0.355849855191371,0.112025232639664,0.859687051979566,0.0408425825602278,0.901738119370758
"619","CNC",0.413040054629207,0.150798793955981,0.797081636784571,0.114108916940633,0.741117079864398
"620","IQV",0.229084228741517,0.177043360507269,0.771176300277708,0.0761137729460079,0.861070986855913
"621","BGNE",1.27097850001775,0.146698551133042,0.763921946418498,0.0332054301943659,0.931123580249655
"622","ZBH",0.310182808668497,0.167681796549181,0.817804328298643,0.0445288748282908,0.888992462172145
"623","SGEN",0.600403721713013,0.0818528316077344,0.831849578829226,0.0569514614819398,0.860017705062383
"624","RMD",0.660634176961748,0.354665010769916,0.536608569744218,0.189575876043464,0.665670556057267
"625","MCK",0.211225766371966,0.17449889766126,0.782935284619539,0.0614690257151542,0.862353594910483
"626","MTD",0.149390362907425,0.107424582738924,0.853744272934589,0.0264183722465503,0.940566243174793
"627","GMAB",0.427245361883763,0.151779050781722,0.765293822570787,0.106556440049382,0.76930587852541
"628","BNTX",5.55513948497443,0.239541631984461,0.619093382715853,0.0343826830098952,0.879043634542274
"629","CERN",0.0336300626387978,0.0762061435745543,0.918172448862178,0.052308600007152,0.877578851949416
"630","FMS",0.316629147600504,0.180445963065912,0.719770524327268,0.0374143937755785,0.917287719807359
"631","WST",0.0719462163634298,0.10476864323916,0.894230826656805,0.0519133286960993,0.873939588231852
"632","INCY",0.0455977099568333,0.0528733802725613,0.942583449990786,0.0968786108688758,0.775609504662641
"633","LH",0.141588987536014,0.132712480271349,0.839064069002464,0.0289145031095428,0.943857862619527
"634","ABC",0.202194808623208,0.13977882925499,0.813212535574781,0.0496085804711601,0.91583357636149
"635","VTRS",0.0786106402040602,0.039335764976225,0.947556390779499,0.107353747765796,0.670152576058496
"636","ALNY",0.242127676072665,0.0481572862014151,0.923293781168049,0.0255434541044005,0.936503885955205
"637","TXG",2.88411013427599,0.116559737353677,0.649726546837938,0.0434031568066393,0.929633879234077
"638","HOLX",0.228994730178917,0.18336619285517,0.804210273733898,0.050303275056961,0.92923728934333
"639","SNN",0.351225710268352,0.149163546558814,0.804021185875911,0.0402813615663242,0.848572786018058
"640","CTLT",0.314511393678917,0.130771472031216,0.827660781329782,0.0696335492561796,0.827834859300674
"641","PODD",0.231016527733642,0.0901973086815958,0.884603894330754,0.0199783653788116,0.923252240311789
"642","COO",0.272599261848237,0.181920521341433,0.772185652824738,0.0738504389250524,0.807863254527862
"643","GRFS",0.32561484191669,0.111309133208853,0.82857943008032,0.124390240750828,3.87364089607589e-05
"644","TFX",0.440315885939857,0.230156780768766,0.707617608604424,0.0302401326303408,0.926694897935176
"645","BIO",0.097191854706776,0.0824192741541339,0.906156560018353,0.112293950059791,0.714523880729683
"646","HZNP",0.136193167243378,0.0675562570046827,0.922969986386685,0.106909716105156,0.767408882624506
"647","NVCR",1.95185608281321,0.0784856878396752,0.806938445738965,0.0430109061497004,0.918234777392875
"648","WAT",0.473286020968582,0.26312064859256,0.657672796685917,0.0843187488593942,0.866594512988448
"649","PKI",0.232458148028342,0.105125044478997,0.851478749870619,0.0213508055404399,0.966307978895179
"650","DGX",0.12391066241175,0.181625259254728,0.802816144734544,0.0238466927142933,0.956989794613633
"651","STE",0.165087815394408,0.117267907567973,0.844237183686517,0.0479798203309853,0.852285150908212
"652","BMRN",0.0676476445268956,0.0132128543571564,0.971064568488731,0.0406681862019204,0.871100156468563
"653","CAH",0.00250078772745791,0.0181228843775192,0.979933092904584,0.0334202283967794,0.937527925441393
"654","ABMD",0.0265458246861844,0.0149291481808336,0.979699287541765,0.0226572514258877,0.924998708854178
"655","GH",1.06430786177531,0.115336140881803,0.806264355521093,0.0539221901090959,0.890526998176753
"656","ARGX",0.00132148396020448,1.92529471208869e-10,0.998999985765035,0.0250351928909967,0.96094881307479
"657","MASI",0.200224012011043,0.09527360018234,0.86440961062137,0.064213928239598,0.855378783441717
"658","ELAN",2.70040213694547e-08,0.0142493913181427,0.98304494191674,0.0879119269699196,0.857009826036651
"659","TECH",0.330632212183696,0.124306785655668,0.820162457491805,0.0532246722130075,0.876900149698791
"660","CRL",0.310742179159367,0.216261460760119,0.747613170578115,0.0909102588134943,0.849393279930035
"661","MOH",0.211919092045275,0.0874148869188241,0.885321157519316,0.145731042596402,0.655650594941404
"662","DVA",0.69995348656642,0.322015913464298,0.628445475398773,0.044259716968223,0.873275837134242
"663","TEVA",0.272668385669979,0.0601101036279012,0.918553894558463,0.0549023554617125,0.842674730809179
"664","XRAY",0.226483306053003,0.115296059252724,0.87569387390708,0.0632619391331003,0.85898495169812
"665","CGC",1.69880067177285,0.112565706693537,0.829170064100033,0.171390707623773,0.539521463060987
"666","QGEN",0.269580075384803,0.0912023728106377,0.837717894333342,2.81858464615829e-07,0.943578356292992
"667","RGEN",0.724294285659412,0.156253559646982,0.79608154552182,0.0523719940564865,0.872456626159145
"668","RDY",1.20203695463495,0.446459302596584,0.352006634626169,0.10774456799211,0.414154724553251
"669","ICLR",0.374596102510888,0.186485622889567,0.736835906801507,0.201192447166847,0.524019679409732
"670","HON",0.152546942247358,0.189319708718183,0.784335713260871,0.0653547539743497,0.886547103639388
"671","UPS",0.962558092525324,0.403843683768707,0.581505485604807,0.119078370108638,0.683925533458678
"672","UNP",0.1632452631468,0.218231844167154,0.75154954541491,0.080364203570106,0.840997814914227
"673","BA",0.502730238995569,0.210122960097395,0.779794499519756,0.0526428218571443,0.832467934785907
"674","CAT",0.259785482374209,0.115824515017193,0.833384459915398,0.0516798391835113,0.921848191369528
"675","RTX",0.175162525874389,0.210644718339772,0.788355069714277,0.0389428914571384,0.931507876432493
"676","MMM",0.154710540730709,0.19424754504777,0.779657268045104,0.0523184879444862,0.897555268796756
"677","LMT",0.186218102512509,0.195560958830196,0.755130254099122,0.037551391437058,0.906724584174597
"678","GE",0.325857296723307,0.130724825295595,0.836033096730939,0.192266490253263,0.332333892850584
"679","DE",0.386069585869767,0.159950075658049,0.775288992491574,0.118917001273293,0.770859955005395
"680","CNI",0.293615780011306,0.19678396148902,0.724347259725674,0.0569582717020505,0.903884513564133
"681","ADP",0.175301273795426,0.183267010401126,0.794177794409771,0.105416211470848,0.824589564515995
"682","CSX",0.199635652943383,0.210133462621007,0.747418997631095,0.117354796535286,0.802864139916266
"683","FDX",0.296329037457848,0.15167178376326,0.816997592651524,0.107880155178969,0.692528458668877
"684","ITW",0.116808484965589,0.168213767751991,0.795801249603589,0.061034798755753,0.900835012999895
"685","NSC",0.203543530392325,0.235525314194138,0.731049944198801,0.0380736087424463,0.938438831752586
"686","ABB",0.135203286671231,0.117468345075774,0.851778781520648,0.040552375761132,0.929950768732348
"687","GPN",0.332449040439915,0.164151538639611,0.796954354416962,0.0329037820560753,0.950958154326518
"688","NOC",0.209369105233312,0.154954893105717,0.775628244575225,0.0413982519774377,0.911916212675784
"689","EMR",0.234643463538186,0.193126448883159,0.781764203687533,0.152562492630402,0.513084739853533
"690","ETN",0.394153324982385,0.362677905592361,0.592238239195801,0.0575208924256908,0.888061464745
"691","WM",0.0935191557442176,0.258441936738885,0.724162111245608,0.08812314599669,0.773927248051929
"692","CP",0.393203048017852,0.22497733193442,0.677667103142734,0.0656530069468485,0.88601487689558
"693","ROP",0.413794619671414,0.304714826429952,0.561187093930569,0.0731997421886985,0.856764249361112
"694","GD",0.0756854979174336,0.145992133342442,0.835569021188276,0.106479584025986,0.844474436815371
"695","TRI",0.230698706195947,0.258754606842177,0.654158595511073,0.193779354788259,0.0939040384889639
"696","LHX",0.178310914482328,0.184950077212054,0.762299266083062,0.0452332905770205,0.912038999697516
"697","JCI",0.198861658676619,0.208163535219982,0.751558573586494,0.0271730828312935,0.947265304436602
"698","CMI",0.310719373359086,0.1569497483511,0.768811966530603,0.0308332846651045,0.953324277563375
"699","TT",0.200666889181049,0.153511894043183,0.803738114507827,0.00544391612812099,0.983397655124408
"700","PH",0.36701603514737,0.256204523218529,0.702816720556717,0.0258170680387263,0.956175139546948
"701","INFO",0.409296731836283,0.311115280785095,0.581721014722878,0.106039605828068,0.790840336559423
"702","CTAS",0.148652878726815,0.24842003820111,0.749689130466324,0.0975597188051029,0.814274131358294
"703","PCAR",0.386676231219467,0.140370606503684,0.748688417792091,0.0690478866247551,0.880364790776166
"704","PAYX",0.134827443887804,0.240737438446087,0.740255260936336,0.0302069857687334,0.950821464218247
"705","VRSK",0.244870628124943,0.219491266221893,0.71278591811766,0.101539265729415,0.824109466356336
"706","TDG",0.222390328638271,0.160977734497285,0.824936501142762,0.150673282176295,0.0875742889331503
"707","ROK",0.141125162510732,0.118344109843577,0.850666827460039,0.0934899346872309,0.811954884716238
"708","RSG",0.12755484028393,0.214713930528901,0.752182964405549,0.0695404415674967,0.820715554759068
"709","ZTO",0.00403016618018081,4.77758893401872e-09,0.998999969935736,0.0323712394761392,0.830547360400635
"710","SWK",0.181595894052833,0.155950714694131,0.813721216983234,0.0492552815762956,0.893532007971727
"711","FAST",0.200190526177024,0.191751776910848,0.749645710697103,0.145297985064867,0.577507480763877
"712","LUV",0.271303881928175,0.137752104688046,0.84332660346711,0.0286390325458938,0.910227735982931
"713","WCN",0.0812227091655848,0.144667067297915,0.818836699282835,0.0909058658061608,0.750145255614706
"714","AME",0.16851001705387,0.234500598136771,0.749534996952046,0.0467057334901809,0.913401014018593
"715","CPRT",0.162751216151037,0.175800444782826,0.790081008925387,0.140234689722187,0.697098034085837
"716","DAL",0.542427646982821,0.141719275863303,0.839217298294995,0.0187493229682443,0.925524833796652
"717","ODFL",0.121435188469123,0.118049682174374,0.850594435583055,0.109692212179721,0.551058500940984
"718","EFX",0.448933331728026,0.182906380116907,0.740677333672285,0.0838157435030346,0.805418545586584
"719","GWW",0.214976227557299,0.191009579547698,0.764327372942572,0.0791667852043346,0.851657283949908
"720","KSU",1.12145364109886,0.464234178561443,0.534765546249425,0.0644448635042629,0.86877479793573
"721","RYAAY",0.129204335841216,0.0380716704288424,0.948154934058987,0.0162997313066277,0.961416656357228
"722","IR",0.241019313564207,0.117905134269401,0.842050051222972,0.0962885924170774,0.546777991448341
"723","URI",0.702117020708289,0.242334892152773,0.708521318293138,0.0180768843180267,0.965962082815182
"724","XYL",0.214512867759382,0.22276977745613,0.74012146608594,0.0546194219187071,0.868193979117414
"725","DOV",0.265118209723717,0.24789230285871,0.701652767941157,0.056029950072828,0.858431249843214
"726","CNHI",0.406184941563522,0.123722495819369,0.826602548985391,0.0250375070850391,0.902537228366016
"727","GNRC",0.41739436403455,0.0980516449095545,0.856535236085294,0.0711461501559041,0.901309510932807
"728","HEI-A",0.274867632402744,0.14222438210336,0.835014717272886,0.0134239637042152,0.957728497143597
"729","KSU-P",0.47487401007002,0.295433362566175,0.703566633713851,0.00728291314733284,0.959424797463208
"730","HEI",0.186103312056241,0.152578317786883,0.827334010403005,0.0169376225405811,0.956597708161458
"731","EXPD",0.576273340292849,0.261007745046564,0.548542234923322,0.102119605520728,0.512704468119185
"732","JBHT",0.255738691128507,0.0860086135268161,0.850560154254785,0.0565689690483592,0.87433683425904
"733","MAS",0.310144723538496,0.160303182983451,0.761670293652115,0.0489238370929738,0.90789644608431
"734","WAB",0.14401693494719,0.103871349939488,0.879320896646214,0.0707437819188965,0.880682883867346
"735","IEX",0.282585082535733,0.242789164176856,0.682709734255485,0.0736795446447843,0.827803109413225
"736","J",0.35809143703078,0.236849896488781,0.69749693516116,0.0950175738711574,0.664112735106201
"737","CHRW",0.139117283103055,0.0390530436968395,0.915734788925988,0.0536594866424755,0.721147087330515
"738","BAH",0.421142721513568,0.221281682054417,0.676467751496237,0.0416563912166482,0.836570478127599
"739","IEP",0.277752512871939,0.296289629579581,0.659778883331292,0.147507627477317,0.683548347186734
"740","AVY",0.124058841224579,0.135708296802667,0.846332914476998,0.0744820387342775,0.820367970141684
"741","UAL",0.482551931380948,0.133484329810731,0.859711989630483,0.0246833306307848,0.891762328337021
"742","GGG",0.261702080711707,0.209960113541033,0.73568874728025,0.0212136986851197,0.895957358089116
"743","ZNH",0.538741230887797,0.151815171986275,0.791489999533887,0.0303241360468689,0.959222175662339
"744","TXT",0.27233250225497,0.158629644985345,0.814411804315699,0.0935900956716657,0.730207814284792
"745","TREX",0.37193753978513,0.0996964058399706,0.866938760961185,0.0239746163818928,0.941216212453068
"746","LII",0.225420652765559,0.168985738339152,0.777945804580837,0.0237457488257073,0.85797908487621
"747","NDSN",0.151118907660477,0.17367188916149,0.804978030821237,0.0381176139854255,0.92519021201071
"748","XPO",0.394749001784989,0.12017479042192,0.844500549040365,0.0666136404486023,0.817935641094999
"749","TTC",0.198600134625728,0.224472257315181,0.729113709139363,0.0224324215653623,0.952277186113738
"750","PWR",0.615114118938154,0.170368717101046,0.743487510311245,0.0754643052792899,0.568793627558561
"751","ALLE",0.227477693351387,0.171032258332781,0.790481137382627,0.0795133026180951,0.858258128494983
"752","CEA",0.468304623511401,0.191301432582288,0.761284638706279,0.039012596932829,0.946184015532915
"753","WSO",0.346332396058194,0.222355503926992,0.708363144105049,0.0875030009704961,0.782072331294677
"754","SNA",0.250120751578735,0.199221702609611,0.764847255488997,0.0670209628240564,0.891351510231688
"755","PNR",0.185581253015355,0.14482924747041,0.816762559359795,0.115252164883518,0.646529309873556
"756","AAL",0.763807687573473,0.132011172555837,0.840350324483048,0.0103340590750478,0.961856897660264
"757","UHAL",0.403329928970827,0.185949490312504,0.744977333455686,0.0730932752678951,0.847806163901227
"758","AOS",0.878147895175943,0.342558583296961,0.506376002625205,0.015301688431065,0.961744945966944
"759","OC",0.169181911647803,0.116861524901038,0.861200420114549,0.0171368050019999,0.966419957495932
"760","HUBB",0.230216822393809,0.179468358460872,0.768601219215452,0.0368930607409916,0.941368967741629
"761","BLDR",0.222432117028792,0.107460664712582,0.882552229044843,0.0424070761045052,0.931360683673865
"762","SPCE",0.762310721750963,0.0776204977371474,0.917279675604645,0.0199100022138594,0.952228948314444
"763","AGCO",1.74104506730409,0.296747769553223,0.512183576736229,0.0392660636764915,0.916073297627092
"764","CSL",0.179502797772038,0.201397203399586,0.777621962121481,0.044049368783273,0.894324263265262
"765","ACM",0.236920266587576,0.165414131314752,0.812146231530216,0.0452302980414897,0.76007898133475
"766","IAA",0.228344339219176,0.113315222029396,0.856608282424669,0.113786833364784,0.734392269610077
"767","RHI",0.214015551022102,0.204533533104873,0.782429709768191,0.0526089596417573,0.875025611966351
"768","AMT",0.158726222608888,0.158843514523641,0.796554491174784,0.0466290011004221,0.880023614777755
"769","PLD",0.163464264240327,0.181517207129036,0.774587686608421,0.100942123563987,0.770209492394383
"770","CCI",0.0999804188232144,0.103565579374743,0.866964070012281,0.142086866075661,0.657793635761706
"771","EQIX",0.352198762158592,0.149424918736739,0.75650449082857,0.0557887877740165,0.914933931018513
"772","SPG-PJ",0.372939000179012,0.251936459356752,0.747063293671718,2.93839852593292e-07,0.918997871809608
"773","PSA-PK",0.043892889413731,0.278918345440201,0.640512982340376,0.0064700988992976,0.9594329457339
"774","PSA-PH",0.0165243518178298,0.321501377345559,0.677498620942247,0.049548273815908,0.888883459332313
"775","DLR",0.151459997353889,0.103398911841524,0.85667293317788,0.037449415593273,0.913720715918293
"776","PSA",0.0800865450373769,0.147966040499171,0.835023139391687,0.124919095703781,0.701007880601501
"777","CSGP",0.128333325868799,0.050957861941754,0.930989783281654,0.118783494275607,0.787635951876599
"778","SPG",0.457783731351651,0.242193077005005,0.747927031319673,0.0696418635520555,0.693831761534509
"779","SBAC",0.0820711011221562,0.135208096062133,0.849892897261847,0.0508268139889313,0.874151169412415
"780","DLR-PK",0.0381912319615135,0.261436419488933,0.658966114865344,0.0690313629925505,0.663130352660552
"781","DLR-PJ",0.0374268184855341,0.332754509403997,0.634058849822493,0.104918438337619,0.594761392465281
"782","WELL",0.220416464779492,0.219091203910351,0.778376038378161,0.0335908777043321,0.93822676318135
"783","WY",0.260119470544481,0.187157308294172,0.780117917557825,0.0833358963866678,0.855760085624589
"784","ARE",0.12556202100408,0.140013843910839,0.817586183446217,0.0309373950519249,0.942148141036325
"785","AVB",0.119786775311394,0.193126693634297,0.784832958020965,0.0291053465073273,0.946141024432153
"786","EQR",0.10040229550606,0.186359537505769,0.805374155029575,0.0403840287913996,0.930560191168144
"787","O",0.0935377603718306,0.138092275593733,0.844575730259703,0.251396954501428,1.83998921787589e-06
"788","CBRE",0.264075218821766,0.209457099908444,0.787372388229598,0.0308825541730466,0.951965128896306
"789","VTR",0.235208569979465,0.233039242720907,0.765960726957487,0.132769577057135,0.192627818348701
"790","INVH",0.100048956687117,0.146020692379017,0.82952079556059,0.083115172174916,0.740968921031054
"791","BPYPP",0.0939426319557702,0.322066091671665,0.676933907600477,0.0538632038153596,0.863289320695834
"792","PEAK",0.0847727708923542,0.150785874103299,0.837837173884138,0.0738428720747948,0.811718852788508
"793","SUI",0.117174435022696,0.166251098233924,0.81741704133375,0.0553957046308672,0.801138685617294
"794","ESS",0.141163243743088,0.176631973109084,0.806249176230976,0.0276122822685963,0.940649222067836
"795","MAA",0.138164935291832,0.183879094240944,0.778433166739811,0.0467772489272203,0.89745980411158
"796","EXR",0.105271442430816,0.102866395177872,0.880933141344341,0.115334916872334,0.410493651702767
"797","DRE",0.128838111559452,0.171057138849802,0.787283093733743,0.0380418460198994,0.934251456633486
"798","VNO-PM",0.0507362854264491,0.339786610688321,0.6592133856788,0.0141715110102259,0.889843177466174
"799","MAA-PI",0.238432259062799,0.21145428434554,0.787545717047831,4.40911932900199e-10,0.908319612965718
"800","BXP",0.213616791177984,0.217897672273798,0.771158343366571,0.0431782417161486,0.925953158226428
"801","VICI",0.263573187490385,0.25840930747243,0.725270687937049,0.0714056767959309,0.73484986399741
"802","VNO-PL",0.029158283927236,0.340752642677757,0.658247356108163,0.0303426726039881,0.919790794397448
"803","NLY-PG",0.0465377836116486,0.322921570513574,0.676078428744633,0.0241996184816195,0.716972075291041
"804","NLY-PF",0.0595511010184557,0.412268666166194,0.586731321417515,0.0656110331785912,0.591209874708726
"805","MPW",0.201574367492658,0.162982421956907,0.79829376017934,0.0669946074962593,0.88964976743195
"806","WPC",0.148085686415582,0.243050649984525,0.732485410277115,0.103990002637585,0.656751641491612
"807","NLY",0.117925171996421,0.278425596330957,0.720574260225827,0.0944600223644322,0.614775291242897
"808","ELS",0.175943942389913,0.186072184582762,0.773523855228475,0.0614544722311134,0.86429874920894
